name,type,value,date
LET'S GO OUT 完整版,AMOYAMO,61.28,2012/10/29
スクラップ&ビルド,AKB48,54.54,2012/10/29
思い出す度につらくなる,AKB48 前田敦子,53.62,2012/10/29
正義の味方じゃないヒーロー,AKB48,52.99,2012/10/29
片想いFinally 完整版,SKE48,52.62,2012/10/29
I Love You 完整版,BENI,97.78,2012/11/5
Song 4 u 完整版,滨崎步,90.29,2012/11/5
旅立ちのとき 完整版,AKB48,84.44,2012/11/5
ヒカルものたち 完整版,渡边麻友,84.38,2012/11/5
恋しくて 完整版,倖田来未,76.76,2012/11/5
DEEPNESS,MISIA,76.04,2012/11/5
孤獨な星空,AKB48,71.96,2012/11/5
Missing 完整版,滨崎步,71.74,2012/11/5
素敵な三角関係 完整版,AKB48,70.12,2012/11/5
UZA,AKB48,69.54,2012/11/5
恋人がサンタクロース 完整版,Flower,68.21,2012/11/5
V.I.P,シド(SID),65.64,2012/11/5
キンモクセイ 完整版,AKB48,65.23,2012/11/5
サヨナラの橋 完整版,渡边麻友,61.66,2012/11/5
Lovers Again 完整版,BENI,60.53,2012/11/5
Always 完整版,西野加奈,59.47,2012/11/5
お手上げララバイ,AKB48,59.03,2012/11/5
Only 完整版,IsamU,58.84,2012/11/5
Missing Piece 完整版,中山优马,58.4,2012/11/5
初恋 完整版,中岛美嘉,94.95,2012/11/12
桜流し,宇多田光,94.58,2012/11/12
旅立ちのとき 完整版,AKB48,88.46,2012/11/12
I Love You 完整版,BENI,86.72,2012/11/12
AKBフェスティバル 完整版,AKB48,85.8,2012/11/12
NEXT MY SELF,真野惠里菜,77.05,2012/11/12
ヒカルものたち 完整版,渡边麻友,76.43,2012/11/12
Song 4 u 完整版,滨崎步,72.82,2012/11/12
孤獨な星空,AKB48,71.18,2012/11/12
恋しくて 完整版,倖田来未,69.63,2012/11/12
MELROSE ～愛さない約束～ 完整版,EXILE ATSUSHI,66.99,2012/11/12
UZA,AKB48,66.58,2012/11/12
アイノビート Dance Ver.,Kis-My-Ft2,65.56,2012/11/12
DEEPNESS,MISIA,64.12,2012/11/12
V.I.P,シド(SID),59.57,2012/11/12
アイノビート Rock Ver.,Kis-My-Ft2,58.97,2012/11/12
HALLOWEEN PARTY,VAMPS HYDE,58.13,2012/11/12
恋人がサンタクロース 完整版,Flower,57.88,2012/11/12
Always 完整版,西野加奈,57.55,2012/11/12
桜流し,宇多田光,92.72,2012/11/19
AKBフェスティバル 完整版,AKB48,91.23,2012/11/19
初恋 完整版,中岛美嘉,85.95,2012/11/19
I Love You 完整版,BENI,83.13,2012/11/19
旅立ちのとき 完整版,AKB48,80.85,2012/11/19
ヒカルものたち 完整版,渡边麻友,80.36,2012/11/19
孤獨な星空,AKB48,76.4,2012/11/19
UZA,AKB48,74.05,2012/11/19
Song 4 u 完整版,滨崎步,72.8,2012/11/19
WHITE LOVERS -幸せなトキ-,GACKT,72.76,2012/11/19
The End of the Dream 完整版,Luna sea,70.78,2012/11/19
NEXT MY SELF,真野惠里菜,68.96,2012/11/19
僕達だけの物語 完整版,神谷浩史 小野大辅,68.69,2012/11/19
MELROSE ～愛さない約束～ 完整版,EXILE ATSUSHI,65.82,2012/11/19
アイノビート Dance Ver.,Kis-My-Ft2,64.11,2012/11/19
素敵な三角関係 完整版,AKB48,63.92,2012/11/19
恋しくて 完整版,倖田来未,62.14,2012/11/19
HALLOWEEN PARTY,VAMPS HYDE,61.88,2012/11/19
恋人がサンタクロース 完整版,Flower,60.92,2012/11/19
永遠プレッシャー 完整版,AKB48,95.8,2012/11/26
Good-bye days ～2012 ver.～,YUI,85.33,2012/11/26
桜流し,宇多田光,84.16,2012/11/26
I Love You 完整版,BENI,82.97,2012/11/26
AKBフェスティバル 完整版,AKB48,82.38,2012/11/26
WHITE LOVERS -幸せなトキ-,GACKT,80.08,2012/11/26
MONSTERS 完整版,山下智久 SMAP,79.92,2012/11/26
初恋 完整版,中岛美嘉,78.98,2012/11/26
Lovely Fruit,水树奈奈,78.91,2012/11/26
ヒカルものたち 完整版,渡边麻友,78.89,2012/11/26
孤獨な星空,AKB48,77.6,2012/11/26
UZA,AKB48,76.08,2012/11/26
旅立ちのとき 完整版,AKB48,75.26,2012/11/26
Song 4 u 完整版,滨崎步,66.8,2012/11/26
Marshmallow day 完整版,Mr.Children,63.5,2012/11/26
僕達だけの物語 完整版,神谷浩史 小野大辅,62.29,2012/11/26
恋しくて 完整版,倖田来未,60.14,2012/11/26
HALLOWEEN PARTY,VAMPS HYDE,59.9,2012/11/26
36度,flumpool,58.98,2012/11/26
Damage 完整版,安室奈美惠,96.29,2012/12/3
とっておきクリスマス,AKB48,95.93,2012/12/3
MONSTERS 完整版,山下智久 SMAP,87.98,2012/12/3
Sweet Scar,滨崎步,85.23,2012/12/3
永遠プレッシャー 完整版,AKB48,78.75,2012/12/3
Naked Night,松下优也,78.53,2012/12/3
Good-bye days ～2012 ver.～,YUI,76.84,2012/12/3
Bloom,EXILE,75.68,2012/12/3
UZA,AKB48,75.01,2012/12/3
ヒカルものたち 完整版,渡边麻友,74.44,2012/12/3
Wake Me Up,滨崎步,73.77,2012/12/3
桜流し,宇多田光,73.35,2012/12/3
永远より续くように,AKB48,72.58,2012/12/3
AKBフェスティバル 完整版,AKB48,72.42,2012/12/3
I Love You 完整版,BENI,72.17,2012/12/3
孤獨な星空,AKB48,71.09,2012/12/3
Snowy Kiss,滨崎步,70.69,2012/12/3
WONDER Volt,木村カエラ,70.23,2012/12/3
初恋 完整版,中岛美嘉,66.57,2012/12/3
旅立ちのとき 完整版,AKB48,64.02,2012/12/3
まさか 完整版,河西智美,91.07,2012/12/10
Damage 完整版,安室奈美惠,90.47,2012/12/10
World Quest 完整版,NEWS,90.19,2012/12/10
イヤイヤYO~!! 完整版,铃木福,88.99,2012/12/10
とっておきクリスマス,AKB48,85.73,2012/12/10
Sweet Scar,滨崎步,82.75,2012/12/10
MONSTERS 完整版,山下智久 SMAP,82.3,2012/12/10
Naked Night,松下优也,77.1,2012/12/10
UZA,AKB48,76.24,2012/12/10
永遠プレッシャー 完整版,AKB48,75.8,2012/12/10
ヒカルものたち 完整版,渡边麻友,75.19,2012/12/10
Good-bye days ～2012 ver.～,YUI,75.19,2012/12/10
ネコニャンニャンニャン 犬ワンワンワン カエルもアヒルもガーガーガー,铃木福 谷花音,75.16,2012/12/10
孤獨な星空,AKB48,73.53,2012/12/10
I Love You 完整版,BENI,73.31,2012/12/10
Bloom,EXILE,72.81,2012/12/10
桜流し,宇多田光,72.54,2012/12/10
Wake Me Up,滨崎步,72.06,2012/12/10
AKBフェスティバル 完整版,AKB48,70.93,2012/12/10
初恋 完整版,中岛美嘉,68.3,2012/12/10
儚さ 完整版,仓木麻衣,95.82,2012/12/17
ホイッスル~君と過ごした日々~ 完整版,miwa,89.18,2012/12/17
Miss You 完整版,AAA,88.41,2012/12/17
もしも私が空に住んでいたら 完整版,岩佐美咲,85.84,2012/12/17
REVERSI 完整版,UVERworld,84.33,2012/12/17
Damage 完整版,安室奈美惠,82.85,2012/12/17
まさか 完整版,河西智美,81.46,2012/12/17
とっておきクリスマス,AKB48,81.07,2012/12/17
Say!!いっぱい 完整版,小野惠令奈,75.13,2012/12/17
MONSTERS 完整版,山下智久 SMAP,73.27,2012/12/17
ヒカルものたち 完整版,渡边麻友,72.8,2012/12/17
孤獨な星空,AKB48,71.51,2012/12/17
UZA,AKB48,71.32,2012/12/17
World Quest 完整版,NEWS,67.42,2012/12/17
Naked Night,松下优也,67.32,2012/12/17
I Love You 完整版,BENI,66.95,2012/12/17
Sweet Scar,滨崎步,65.16,2012/12/17
イヤイヤYO~!! 完整版,铃木福,65.05,2012/12/17
初恋 完整版,中岛美嘉,64.88,2012/12/17
Good-bye days ～2012 ver.～,YUI,64.64,2012/12/17
キリギリス人 完整版,No3b,96,2012/12/24
儚さ 完整版,仓木麻衣,95.99,2012/12/24
ホイッスル~君と過ごした日々~ 完整版,miwa,91.94,2012/12/24
Miss You 完整版,AAA,79.98,2012/12/24
とっておきクリスマス,AKB48,79.41,2012/12/24
Damage 完整版,安室奈美惠,73.93,2012/12/24
まさか 完整版,河西智美,72.45,2012/12/24
Say!!いっぱい 完整版,小野惠令奈,71.02,2012/12/24
ヒカルものたち 完整版,渡边麻友,70.57,2012/12/24
孤獨な星空,AKB48,69.79,2012/12/24
Sweet Scar,滨崎步,68.21,2012/12/24
UZA,AKB48,67.86,2012/12/24
REVERSI 完整版,UVERworld,67.05,2012/12/24
もしも私が空に住んでいたら 完整版,岩佐美咲,63.12,2012/12/24
World Quest 完整版,NEWS,62.76,2012/12/24
MONSTERS 完整版,山下智久 SMAP,62.34,2012/12/24
I Love You 完整版,BENI,61.61,2012/12/24
桜流し,宇多田光,59.97,2012/12/24
イヤイヤYO~!! 完整版,铃木福,57.99,2012/12/24
初恋 完整版,中岛美嘉,57.04,2012/12/24
儚さ 完整版,仓木麻衣,96.01,2012/12/31
ホイッスル~君と過ごした日々~ 完整版,miwa,88.65,2012/12/31
キリギリス人 完整版,No3b,87.13,2012/12/31
孤獨な星空,AKB48,82.52,2012/12/31
ヒカルものたち 完整版,渡边麻友,78.9,2012/12/31
Miss You 完整版,AAA,78.36,2012/12/31
UZA,AKB48,76.62,2012/12/31
Damage 完整版,安室奈美惠,72.92,2012/12/31
World Quest 完整版,NEWS,71.3,2012/12/31
とっておきクリスマス,AKB48,70.95,2012/12/31
まさか 完整版,河西智美,68.15,2012/12/31
Say!!いっぱい 完整版,小野惠令奈,66.65,2012/12/31
もしも私が空に住んでいたら 完整版,岩佐美咲,66.05,2012/12/31
I Love You 完整版,BENI,65.77,2012/12/31
REVERSI 完整版,UVERworld,65.19,2012/12/31
Sweet Scar,滨崎步,63.93,2012/12/31
MONSTERS 完整版,山下智久 SMAP,62.39,2012/12/31
初恋 完整版,中岛美嘉,61.56,2012/12/31
イヤイヤYO~!! 完整版,铃木福,60.54,2012/12/31
桜流し,宇多田光,59.02,2012/12/31
ミステリー ヴァージン 完整版,山田凉介,97.74,2013/1/7
证明 完整版,flumpool,90.16,2013/1/7
Moon light 完整版,山田凉介,89.34,2013/1/7
ふりそでーしょん 完整版,きゃりーぱみゅぱみゅ,83.83,2013/1/7
Deeper Deeper 完整版,ONE OK ROCK,83.02,2013/1/7
White Love 完整版,すたーふらわー,75.14,2013/1/7
儚さ 完整版,仓木麻衣,72.93,2013/1/7
キリギリス人 完整版,No3b,69.55,2013/1/7
孤獨な星空,AKB48,67.98,2013/1/7
约束 完整版,东京女子流,67.51,2013/1/7
ホイッスル~君と過ごした日々~ 完整版,miwa,67.14,2013/1/7
ヒカルものたち 完整版,渡边麻友,62.89,2013/1/7
Miss You 完整版,AAA,60.77,2013/1/7
UZA,AKB48,60.37,2013/1/7
いーんじゃね? 完整版,No3b,57.68,2013/1/7
Damage 完整版,安室奈美惠,57.22,2013/1/7
もしも私が空に住んでいたら 完整版,岩佐美咲,56.73,2013/1/7
とっておきクリスマス,AKB48,55.37,2013/1/7
まさか 完整版,河西智美,55.04,2013/1/7
I Love You 完整版,BENI,54.15,2013/1/7
ミステリー ヴァージン 完整版,山田凉介,93.91,2013/1/14
Help Me!! 完整版,早安少女组,88.36,2013/1/14
Moon light 完整版,山田凉介,87.62,2013/1/14
证明 完整版,flumpool,87.44,2013/1/14
この街 完整版,℃-ute,84.49,2013/1/14
ふりそでーしょん 完整版,きゃりーぱみゅぱみゅ,76.8,2013/1/14
儚さ 完整版,仓木麻衣,74.94,2013/1/14
约束 完整版,东京女子流,74.01,2013/1/14
ホイッスル~君と過ごした日々~ 完整版,miwa,74,2013/1/14
いーんじゃね? 完整版,No3b,72.15,2013/1/14
孤獨な星空,AKB48,71.7,2013/1/14
Deeper Deeper 完整版,ONE OK ROCK,71.32,2013/1/14
キリギリス人 完整版,No3b,69.05,2013/1/14
ヘンテコリーナ 完整版,すたーふらわー,68.46,2013/1/14
まさか 完整版,河西智美,64.77,2013/1/14
ヒカルものたち 完整版,渡边麻友,63.01,2013/1/14
White Love 完整版,すたーふらわー,61.98,2013/1/14
Miss You 完整版,AAA,61.25,2013/1/14
永遠プレッシャー 完整版,AKB48,60.22,2013/1/14
breakthrough 完整版,川畑要,58.17,2013/1/14
Melody 完整版,滨崎步,93.14,2013/1/21
ミステリー ヴァージン 完整版,山田凉介,92.51,2013/1/21
Moon light 完整版,山田凉介,85.44,2013/1/21
ヘンテコリーナ 完整版,すたーふらわー,83.96,2013/1/21
证明 完整版,flumpool,82.15,2013/1/21
ON AND ON 完整版,Every Little Thing,81.84,2013/1/21
うつくしい人,moumoon,78.16,2013/1/21
Help Me!! 完整版,早安少女组,76.52,2013/1/21
儚さ 完整版,仓木麻衣,74.68,2013/1/21
ふりそでーしょん 完整版,きゃりーぱみゅぱみゅ,74.11,2013/1/21
孤獨な星空,AKB48,70.9,2013/1/21
Deeper Deeper 完整版,ONE OK ROCK,70.7,2013/1/21
ホイッスル~君と過ごした日々~ 完整版,miwa,69.94,2013/1/21
この街 完整版,℃-ute,69.88,2013/1/21
ヒカルものたち 完整版,渡边麻友,65.25,2013/1/21
约束 完整版,东京女子流,63.97,2013/1/21
キリギリス人 完整版,No3b,62.93,2013/1/21
Miss You 完整版,AAA,62.17,2013/1/21
いーんじゃね? 完整版,No3b,60.88,2013/1/21
White Love 完整版,すたーふらわー,57.15,2013/1/21
ミステリー ヴァージン 完整版,山田凉介,88.68,2013/1/28
ラブリー 完整版,倖田来未,88.44,2013/1/28
ちいさな足跡,绚香,88.08,2013/1/28
TRY AGAIN 完整版,仓木麻衣,85.98,2013/1/28
Melody 完整版,滨崎步,83.55,2013/1/28
Moon light 完整版,山田凉介,82.63,2013/1/28
PUSH YOUR BACK 完整版,TRF,82.56,2013/1/28
Ahead Of The Light 完整版,雅-miyavi-,81.96,2013/1/28
チョコの奴隶 完整版,SKE48,79.36,2013/1/28
うつくしい人,moumoon,76.12,2013/1/28
ふりそでーしょん 完整版,きゃりーぱみゅぱみゅ,73.27,2013/1/28
证明 完整版,flumpool,72.6,2013/1/28
ホイッスル~君と過ごした日々~ 完整版,miwa,68.76,2013/1/28
ヘンテコリーナ 完整版,すたーふらわー,66.29,2013/1/28
儚さ 完整版,仓木麻衣,65.88,2013/1/28
ヒカルものたち 完整版,渡边麻友,64.32,2013/1/28
Help Me!! 完整版,早安少女组,63.53,2013/1/28
ON AND ON 完整版,Every Little Thing,63.36,2013/1/28
この街 完整版,℃-ute,60.82,2013/1/28
TRY AGAIN 完整版,仓木麻衣,96.21,2013/2/4
ショートケーキ 完整版,柏木由纪,95.25,2013/2/4
EXPOSE 完整版,KAT-TUN,93.85,2013/2/4
ミステリー ヴァージン 完整版,山田凉介,84.99,2013/2/4
LOVER,m-flo 加藤ミリヤ,83.7,2013/2/4
12月31日 完整版,NMB48,83.61,2013/2/4
Connect & Go 完整版,KAT-TUN,83.42,2013/2/4
Moon light 完整版,山田凉介,79.75,2013/2/4
Dreamer 完整版,JUJU,78.75,2013/2/4
Snowflake 完整版,KAT-TUN,77.43,2013/2/4
チョコの奴隶 完整版,SKE48,70.44,2013/2/4
Melody 完整版,滨崎步,70.19,2013/2/4
ちいさな足跡,绚香,69.51,2013/2/4
イロトリドリ 完整版,柚子乐队,68.96,2013/2/4
ラブリー 完整版,倖田来未,67.44,2013/2/4
儚さ 完整版,仓木麻衣,65.98,2013/2/4
证明 完整版,flumpool,65.85,2013/2/4
うつくしい人,moumoon,65.08,2013/2/4
Ahead Of The Light 完整版,雅-miyavi-,63.97,2013/2/4
So Long !,AKB48,98.51,2013/2/11
未来のミュージアム,Perfume,87,2013/2/11
ショートケーキ 完整版,柏木由纪,84.74,2013/2/11
TRY AGAIN 完整版,仓木麻衣,82.91,2013/2/11
桜Color,GReeeeN,81.72,2013/2/11
My Resistance -タシカナモノ- 完整版,Kis-My-Ft2,81.22,2013/2/11
ミステリー ヴァージン 完整版,山田凉介,79.15,2013/2/11
Sugar Rush,AKB48,78.89,2013/2/11
beautiful,绚香,76.44,2013/2/11
Moon light 完整版,山田凉介,74,2013/2/11
Slide 'n' Step 完整版,KEITA,73.81,2013/2/11
EXPOSE 完整版,KAT-TUN,72.91,2013/2/11
運命Girl 完整版,Kis-My-Ft2,72.12,2013/2/11
12月31日 完整版,NMB48,70.01,2013/2/11
Ruby,AKB48,63.5,2013/2/11
Connect & Go 完整版,KAT-TUN,63.03,2013/2/11
Dreamer 完整版,JUJU,62.1,2013/2/11
そこで犬のうんち踏んじゃうかね?,AKB48,59.49,2013/2/11
チョコの奴隶 完整版,SKE48,59.46,2013/2/11
Snowflake 完整版,KAT-TUN,59.18,2013/2/11
So Long !,AKB48,91.2,2013/2/18
Sugar Rush,AKB48,91.01,2013/2/18
ToxxxIC 完整版,平野绫,90.95,2013/2/18
PARTY IT UP,AAA,84.76,2013/2/18
Tears In 完整版,ピコ,79.68,2013/2/18
でこぼこ 完整版,植村花菜,77.56,2013/2/18
ミステリー ヴァージン 完整版,山田凉介,77.28,2013/2/18
TRY AGAIN 完整版,仓木麻衣,76.96,2013/2/18
未来のミュージアム,Perfume,76.72,2013/2/18
Ruby,AKB48,76.5,2013/2/18
Slide 'n' Step 完整版,KEITA,76.07,2013/2/18
ショートケーキ 完整版,柏木由纪,75.48,2013/2/18
桜Color,GReeeeN,75.19,2013/2/18
Moon light 完整版,山田凉介,73.42,2013/2/18
beautiful,绚香,73.42,2013/2/18
My Resistance -タシカナモノ- 完整版,Kis-My-Ft2,72.33,2013/2/18
そこで犬のうんち踏んじゃうかね?,AKB48,71.36,2013/2/18
ピンクスパイダー,倖田来未,68.3,2013/2/18
Waitting Room,AKB48,68.2,2013/2/18
夕陽マリー,AKB48,64.57,2013/2/18
Breathless 完整版,岚,88.83,2013/2/25
ねぇかまって? 完整版,Milky Bunny,88.23,2013/2/25
CANDY SMILE 完整版,E-Girls,87.62,2013/2/25
Calling 完整版,岚,84.7,2013/2/25
ピンクスパイダー,倖田来未,84.42,2013/2/25
So Long !,AKB48,83.56,2013/2/25
Sugar Rush,AKB48,78.73,2013/2/25
Yin Yang(イヤン),桑田佳祐,78.46,2013/2/25
OAOA 日文版,flumpool,76.52,2013/2/25
ミステリー ヴァージン 完整版,山田凉介,76.17,2013/2/25
君があの日笑っていた意味を 完整版,小野惠令奈,76.12,2013/2/25
PARTY IT UP,AAA,75.66,2013/2/25
桜Color,GReeeeN,74.94,2013/2/25
30,Ms.OOJA,74.01,2013/2/25
サヨナラにさよなら 完整版,Tegomass,73.2,2013/2/25
未来のミュージアム,Perfume,73.19,2013/2/25
ToxxxIC 完整版,平野绫,72.31,2013/2/25
Love Hunter,ROOT FIVE,72.2,2013/2/25
ショートケーキ 完整版,柏木由纪,70.11,2013/2/25
Moon light 完整版,山田凉介,69.89,2013/2/25
Big Boys Cry 完整版,安室奈美惠,95.9,2013/3/4
ABAYO 完整版,惠比寿マスカッツ,88.09,2013/3/4
Breathless 完整版,岚,86.39,2013/3/4
Calling 完整版,岚,81.35,2013/3/4
What's your name? collaboration with 壇蜜 完整版,SoulJa 中村舞子,80.48,2013/3/4
サヨナラにさよなら 完整版,Tegomass,78.56,2013/3/4
Crazy 完全な大人 完整版,℃-ute,76.89,2013/3/4
ミステリー ヴァージン 完整版,山田凉介,76.25,2013/3/4
So Long !,AKB48,75.57,2013/3/4
ニコラ 完整版,坂本真绫,73.97,2013/3/4
Real 完整版,玉置成实,72.6,2013/3/4
ハリネズミの恋,Every Little Thing,72.12,2013/3/4
Moon light 完整版,山田凉介,70.39,2013/3/4
Sugar Rush,AKB48,67.57,2013/3/4
Yin Yang(イヤン),桑田佳祐,67.2,2013/3/4
ねぇかまって? 完整版,Milky Bunny,66.45,2013/3/4
CANDY SMILE 完整版,E-Girls,64.24,2013/3/4
ショートケーキ 完整版,柏木由纪,63.12,2013/3/4
PARTY IT UP,AAA,62.31,2013/3/4
ピンクスパイダー,倖田来未,62.29,2013/3/4
にんじゃりばんばん,きゃりーぱみゅぱみゅ,94.96,2013/3/11
Big Boys Cry 完整版,安室奈美惠,82.79,2013/3/11
Breathless 完整版,岚,81.98,2013/3/11
ミステリー ヴァージン 完整版,山田凉介,79.36,2013/3/11
Crazy 完全な大人 完整版,℃-ute,76.88,2013/3/11
Mistake! 完整版,SMAP,76.59,2013/3/11
Calling 完整版,岚,76.48,2013/3/11
Neo STARGATE 完整版,ももいろクローバーZ,75.5,2013/3/11
ABAYO 完整版,惠比寿マスカッツ,75.43,2013/3/11
Moon light 完整版,山田凉介,74.65,2013/3/11
Real 完整版,玉置成实,73.43,2013/3/11
So Long !,AKB48,70.92,2013/3/11
サヨナラにさよなら 完整版,Tegomass,70.09,2013/3/11
What's your name? collaboration with 壇蜜 完整版,SoulJa 中村舞子,67.12,2013/3/11
Yin Yang(イヤン),桑田佳祐,66.06,2013/3/11
Sugar Rush,AKB48,65.87,2013/3/11
ハリネズミの恋,Every Little Thing,65.85,2013/3/11
Battery,SMAP,62.5,2013/3/11
ねぇかまって? 完整版,Milky Bunny,61.26,2013/3/11
ショートケーキ 完整版,柏木由纪,60.09,2013/3/11
怪.セラ.セラ 完整版,山下智久,96.99,2013/3/18
今日から思い出 完整版,Aimer,92.47,2013/3/18
Jane Doe 完整版,高桥南,87.67,2013/3/18
Redial,livetune 初音未来,84.62,2013/3/18
LOVE STORY,加藤ミリヤ 清水翔太,82.94,2013/3/18
君の名は希望 -DANCE & LIP ver.-,乃木坂46,82.85,2013/3/18
にんじゃりばんばん,きゃりーぱみゅぱみゅ,79.26,2013/3/18
ブレインストーミング,早安少女组,78.7,2013/3/18
スキ!スキ!スキップ! 完整版,HKT48,78.08,2013/3/18
ミステリー ヴァージン 完整版,山田凉介,73.74,2013/3/18
Big Boys Cry 完整版,安室奈美惠,69.52,2013/3/18
Moon light 完整版,山田凉介,69.19,2013/3/18
Breathless 完整版,岚,68.66,2013/3/18
EXILE PRIDE ～こんな世界を愛するため～ (Document Version)Directed by Koichi Makino,EXILE,68.59,2013/3/18
So Long !,AKB48,64.79,2013/3/18
ABAYO 完整版,惠比寿マスカッツ,62.02,2013/3/18
Sugar Rush,AKB48,61.39,2013/3/18
Calling 完整版,岚,60.35,2013/3/18
Crazy 完全な大人 完整版,℃-ute,58.95,2013/3/18
ショートケーキ 完整版,柏木由纪,57.03,2013/3/18
今日から思い出 完整版,Aimer,90.04,2013/3/25
怪.セラ.セラ 完整版,山下智久,89.8,2013/3/25
掌が語ること,AKB48,88.6,2013/3/25
Jane Doe 完整版,高桥南,86.13,2013/3/25
RE:I AM 完整版,Aimer,82.87,2013/3/25
恋におちて 完整版,シド(SID),80.45,2013/3/25
にんじゃりばんばん,きゃりーぱみゅぱみゅ,79.96,2013/3/25
ミステリー ヴァージン 完整版,山田凉介,75.51,2013/3/25
Redial,livetune 初音未来,74.36,2013/3/25
Moon light 完整版,山田凉介,72.44,2013/3/25
リインカーネーション,パナシェ！,70.91,2013/3/25
カノン 完整版,宫野真守,70.54,2013/3/25
LOVE STORY,加藤ミリヤ 清水翔太,70.09,2013/3/25
S.O.S. -Smile On Smile-,Kis-My-Ft2,67.98,2013/3/25
Breathless 完整版,岚,66.3,2013/3/25
ブレインストーミング,早安少女组,65.26,2013/3/25
君の名は希望 -DANCE & LIP ver.-,乃木坂46,63.27,2013/3/25
Big Boys Cry 完整版,安室奈美惠,61.61,2013/3/25
この涙を君に捧ぐ 完整版,NO NAME,89.7,2013/4/1
さつきあめ 完整版,BENI,89.11,2013/4/1
怪.セラ.セラ 完整版,山下智久,89.01,2013/4/1
掌が語ること,AKB48,86.69,2013/4/1
カノン 完整版,宫野真守,86.42,2013/4/1
今日から思い出 完整版,Aimer,84.9,2013/4/1
イカロス 完整版,GReeeeN,84.78,2013/4/1
ワンモアタイム,齐藤和义,82.36,2013/4/1
ミステリー ヴァージン 完整版,山田凉介,81.37,2013/4/1
Jane Doe 完整版,高桥南,78.31,2013/4/1
Moon light 完整版,山田凉介,77.58,2013/4/1
RE:I AM 完整版,Aimer,76.53,2013/4/1
にんじゃりばんばん,きゃりーぱみゅぱみゅ,75.86,2013/4/1
STEP IN TO THE NEW WORLD! 完整版,土屋安娜 气志团,75.59,2013/4/1
Redial,livetune 初音未来,72.65,2013/4/1
夢やぶれて-I DREAMED A DREAM-,华原朋美,71.62,2013/4/1
LOVE STORY,加藤ミリヤ 清水翔太,70.27,2013/4/1
恋におちて 完整版,シド(SID),69.95,2013/4/1
手紙,TOKIO,69.67,2013/4/1
怪.セラ.セラ 完整版,山下智久,91.69,2013/4/8
ミステリー ヴァージン 完整版,山田凉介,87.63,2013/4/8
今日から思い出 完整版,Aimer,86.36,2013/4/8
この涙を君に捧ぐ 完整版,NO NAME,85.34,2013/4/8
誕生日には真白な百合を 完整版,福山雅治,85.18,2013/4/8
Moon light 完整版,山田凉介,83.02,2013/4/8
掌が語ること,AKB48,80.05,2013/4/8
カノン 完整版,宫野真守,78.34,2013/4/8
さつきあめ 完整版,BENI,77.84,2013/4/8
Jane Doe 完整版,高桥南,76.83,2013/4/8
にんじゃりばんばん,きゃりーぱみゅぱみゅ,76.47,2013/4/8
STEP IN TO THE NEW WORLD! 完整版,土屋安娜 气志团,73.96,2013/4/8
恋におちて 完整版,シド(SID),73.11,2013/4/8
RE:I AM 完整版,Aimer,71.53,2013/4/8
Redial,livetune 初音未来,71.2,2013/4/8
イカロス 完整版,GReeeeN,70.84,2013/4/8
Breathless 完整版,岚,68.42,2013/4/8
夢やぶれて-I DREAMED A DREAM-,华原朋美,65.22,2013/4/8
リインカーネーション,パナシェ！,64.33,2013/4/8
LOVE STORY,加藤ミリヤ 清水翔太,63.59,2013/4/8
愛詞(あいことば),中岛美嘉,90.21,2013/4/15
4月の雨 完整版,aiko,87.04,2013/4/15
一千一秒 完整版,EXILE TAKAHIRO,85.74,2013/4/15
今日から思い出 完整版,Aimer,80.56,2013/4/15
Rockの定義 完整版,早安少女组,80.04,2013/4/15
怪.セラ.セラ 完整版,山下智久,79.74,2013/4/15
掌が語ること,AKB48,77.88,2013/4/15
この涙を君に捧ぐ 完整版,NO NAME,73.53,2013/4/15
Jane Doe 完整版,高桥南,68.82,2013/4/15
さつきあめ 完整版,BENI,67.39,2013/4/15
誕生日には真白な百合を 完整版,福山雅治,67.35,2013/4/15
とよす☆ルシフェリン 完整版,栗山千明,67.35,2013/4/15
カノン 完整版,宫野真守,65.47,2013/4/15
Breathless 完整版,岚,64.41,2013/4/15
恋におちて 完整版,シド(SID),63.07,2013/4/15
イカロス 完整版,GReeeeN,62.02,2013/4/15
ブレインストーミング,早安少女组,61.66,2013/4/15
にんじゃりばんばん,きゃりーぱみゅぱみゅ,61.24,2013/4/15
RE:I AM 完整版,Aimer,61.13,2013/4/15
Redial,livetune 初音未来,60.79,2013/4/15
After Rain,AKB48,88.76,2013/4/22
"会わないつもりの,元気でね 完整版",SCANDAL,88.57,2013/4/22
愛詞(あいことば),中岛美嘉,87.19,2013/4/22
Mine 完整版,河西智美,86.14,2013/4/22
4月の雨 完整版,aiko,82.29,2013/4/22
ミラクル 完整版,miwa,82.01,2013/4/22
Message 完整版,家入レオ,81.52,2013/4/22
虹,SPYAIR,79.73,2013/4/22
RPG,SEKAI NO OWARI,76.38,2013/4/22
掌が語ること,AKB48,73.74,2013/4/22
へそ曲がり,関ジャニ∞,73.69,2013/4/22
怪.セラ.セラ 完整版,山下智久,73.61,2013/4/22
今日から思い出 完整版,Aimer,72.86,2013/4/22
Real Sexy! 完整版,Sexy Zone,72.48,2013/4/22
"それでも,生きてゆく 完整版",EXILE ATSUSHI,71.06,2013/4/22
LAND,柚子乐队,70.91,2013/4/22
ここにしかない景色,関ジャニ∞,69.95,2013/4/22
